Batch No,StartDate,FinishDate,Product,Para 1,Para 2,Para 3,Para 4,Para 5,Para 6,Para 7,Para 8,Para 9,Para 10,Para 11,Para 12,Para 13,Parameter Names
Batch1199,01-Aug-11,09-Aug-11,RVM,93.34796455,10.89704981,0.769250416,4466.815628,0.211706367,57.5,65.395,3.76,48.77,2.8,14.6,183.4,2.68,
Batch1203,06-Sep-11,13-Sep-11,RVM,29.77137544,6.873834028,0.815316624,2233.089727,0.14068086,102.2,38.829,3.97,52.6,5.38,27.4,185.36,5.08,
Batch1204,06-Sep-11,13-Sep-11,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1207,12-Sep-11,20-Sep-11,RVM,59.8983796,7.982382504,0.782338741,3013.342022,0.249260982,49.3,61.067,3.01,57.61,2.84,14.4,168.56,2.43,
Batch1210,19-Sep-11,27-Sep-11,RVM,97.90436194,10.76408341,0.928660652,2159.027089,0.262661357,46.2,63.086,2.91,70.71,3.27,16.9,180.88,3.06,
Batch1211,19-Sep-11,27-Sep-11,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1214,26-Sep-11,04-Oct-11,RVM,83.40087349,7.899562484,0.778902161,1228.79603,0.101781449,49.5,28.796,1.43,37.44,1.85,9.5,190.68,1.81,
Batch1216,03-Oct-11,11-Oct-11,RVM,11.77095622,2.368463861,0.962430239,2617.987875,0.25616375,61.8,72.274,4.47,66.91,4.14,21.1,163.31,3.45,
Batch1218,03-Oct-11,11-Oct-11,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1220,10-Oct-11,19-Oct-11,RVM,4.947468137,0.54665113,0.552646833,4741.750711,0.29346037,84.3,58.066,4.89,52.82,4.45,22.8,200.36,4.57,
Batch1222,10-Oct-11,19-Oct-11,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1225,17-Oct-11,25-Oct-11,RVM,8.690708965,1.115030992,0.643209056,3015.645299,0.167200308,58.5,68.312,4,72.33,4.23,22.2,177.2,3.93,
Batch1226,17-Oct-11,25-Oct-11,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1229,24-Oct-11,01-Nov-11,RVM,6.713145675,0.801335614,0.516082353,2625.879336,0.166545641,47.2,49.849,2.35,46.71,2.2,11.3,211.23,2.39,
Batch1232,31-Oct-11,08-Nov-11,RVM,42.23808748,3.549855982,0.542211671,5461.56308,0.291411014,55.8,107.28,5.99,67.71,3.78,19.1,179.6,3.43,
Batch1233,31-Oct-11,08-Nov-11,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1236,07-Nov-11,15-Nov-11,RVM,6.61269983,0.941092266,0.854607764,4084.131563,0.147590127,52.6,87.136,4.58,64.23,3.38,17.3,176.58,3.05,
Batch1237,07-Nov-11,15-Nov-11,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1240,14-Nov-11,22-Nov-11,RVM,26.28998391,4.101555609,0.702559359,2041.187185,0.144250275,61,49.383,3.01,69.33,4.23,21.7,175.06,3.8,
Batch1241,14-Nov-11,22-Nov-11,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1244,21-Nov-11,29-Nov-11,RVM,10.88176566,2.230560879,0.435913734,5125.163497,0.429040502,55.2,115.29,6.36,85.4,4.71,23.6,207.5,4.9,
Batch1245,21-Nov-11,29-Nov-11,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1248,28-Nov-11,06-Dec-11,RVM,74.32050936,10.26711267,0.697013279,4155.21219,0.180363641,62,79.208,4.91,63.53,3.94,20.3,179.64,3.65,
Batch1249,28-Nov-11,06-Dec-11,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1252,05-Dec-11,13-Dec-11,RVM,92.04763156,13.51196473,0.588582797,2643.764224,0.274802058,54.1,94.024,5.09,56.09,3.03,14.6,206.14,3.01,
Batch1254,12-Dec-11,20-Dec-11,RVM,52.9728921,14.51551525,0.855502614,3746.312233,0.195911876,74.1,49.94,3.7,52.96,3.92,19.5,208.69,4.07,
Batch1255,12-Dec-11,20-Dec-11,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1258,09-Jan-12,17-Jan-12,RVM,75.6479076,25.1488768,0.507914033,7056.594656,0.361934717,61.9,103.17,6.39,96.31,5.96,28.9,201.07,5.81,
Batch1260,09-Jan-12,17-Jan-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1262,16-Jan-12,24-Jan-12,RVM,90.97287364,7.984874188,0.501355054,4951.503556,0.195822332,61.7,132.68,8.19,71.89,4.44,22.4,177.62,3.98,
Batch1264,16-Jan-12,24-Jan-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1266,23-Jan-12,31-Jan-12,RVM,8.026662777,0.725503777,0.800567928,3830.758135,0.217826767,58.2,85.733,4.99,75.19,4.38,22.5,191.07,4.3,
Batch1268,23-Jan-12,31-Jan-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1270,30-Jan-12,07-Feb-12,RVM,6.905139197,0.890358485,0.79931307,3565.164586,0.268208686,68.2,48.492,3.31,37.64,2.57,12.4,229.77,2.85,
Batch1274,06-Feb-12,14-Feb-12,RVM,32.41933921,6.19210667,0.780751477,7658.392316,0.422462198,60.4,110.65,6.68,90.46,5.46,27.4,193.61,5.3,
Batch1275,06-Feb-12,14-Feb-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1278,13-Feb-12,21-Feb-12,RVM,82.23168769,10.95180796,0.744989573,3416.930209,0.231911131,51.8,74.096,3.84,71.42,3.7,19,180.02,3.42,
Batch1279,13-Feb-12,21-Feb-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1282,20-Feb-12,28-Feb-12,RVM,91.65394683,6.804150141,0.836662391,2476.333606,0.163898146,48.3,49.513,2.39,55.96,2.7,14.1,175.32,2.47,
Batch1285,27-Feb-12,06-Mar-12,RVM,7.800197588,0.570965615,0.56631302,1916.046601,0.132958242,49.5,74.173,3.67,49.66,2.46,13.6,177.04,2.41,
Batch1288,05-Mar-12,13-Mar-12,RVM,38.25396489,5.335590943,0.563376974,3281.152272,0.334541769,92.1,60.264,5.55,57.58,5.3,27.2,190.42,5.18,
Batch1289,05-Mar-12,13-Mar-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1292,12-Mar-12,20-Mar-12,RVM,63.96799709,8.194955287,0.776236797,1308.057348,0.100830428,46.7,36.085,1.69,32.89,1.54,8.2,201.44,1.65,
Batch1295,19-Mar-12,27-Mar-12,RVM,62.39872484,13.98591598,0.535836176,4477.384269,0.252376848,70.9,83.929,5.95,77.21,5.47,28,179.63,5.03,
Batch1296,19-Mar-12,27-Mar-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1299,26-Mar-12,03-Apr-12,RVM,76.60418786,16.12187161,0.698433728,6173.404682,0.379217777,65.4,136.93,8.96,106.99,7,35.2,190.99,6.72,
Batch1300,26-Mar-12,03-Apr-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1301,26-Mar-12,03-Apr-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1304,02-Apr-12,10-Apr-12,RVM,94.56576875,15.16590954,0.652068917,8369.773988,0.541499757,72.1,83.785,6.04,70.83,5.11,26,174.59,4.54,
Batch1305,02-Apr-12,10-Apr-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1308,09-Apr-12,17-Apr-12,RVM,5.595694883,1.021551349,0.456751474,2767.84523,0.234154133,62.3,79.889,4.98,70.12,4.37,22.3,197.82,4.41,
Batch1309,09-Apr-12,17-Apr-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1312,16-Apr-12,24-Apr-12,RVM,22.86732726,1.841442321,0.534051984,2479.685075,0.161728462,58.1,81.44,4.73,70.6,4.1,20.6,192.6,3.97,
Batch1313,16-Apr-12,24-Apr-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1316,23-Apr-12,01-May-12,RVM,80.54102501,8.475931596,0.810119738,3279.990412,0.242034603,60.6,92.496,5.61,75.08,4.55,23.1,200.3,4.63,
Batch1317,23-Apr-12,01-May-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1320,30-Apr-12,08-May-12,RVM,11.75541719,2.644177537,0.440797054,7801.88991,0.492507386,66.6,133.53,8.89,84.81,5.65,28.4,201.74,5.73,
Batch1321,30-Apr-12,08-May-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1323,07-May-12,15-May-12,RVM,60.40863094,8.796166525,0.631726758,4200.852754,0.207793578,70.4,72.489,5.1,68.27,4.81,24.7,191.47,4.73,
Batch1325,07-May-12,15-May-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1328,14-May-12,22-May-12,RVM,93.89263374,11.42491808,0.729277991,2996.39461,0.342831573,56.4,95.55,5.39,70.94,4,20.2,196.43,3.97,
Batch1329,14-May-12,22-May-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1332,21-May-12,29-May-12,RVM,87.85452717,20.46723229,0.616185812,3321.266887,0.161786724,57.2,60.471,3.46,57.48,3.29,16.8,219.57,3.69,
Batch1333,21-May-12,29-May-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1336,28-May-12,05-Jun-12,RVM,4.2540159,0.728776816,0.438931432,3273.851938,0.227664913,54.9,85.226,4.68,87.33,4.79,24.6,181.29,4.46,
Batch1337,28-May-12,05-Jun-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1340,04-Jun-12,12-Jun-12,RVM,17.14873768,2.639008064,0.767612725,3732.876571,0.275658751,47.8,80.637,3.85,70.05,3.35,17.5,177.18,3.1,
Batch1341,04-Jun-12,12-Jun-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1343,11-Jun-12,19-Jun-12,RVM,17.566813,3.313935627,0.694346033,3304.797124,0.387422233,64.2,74.271,4.77,64.4,4.13,20.8,198.55,4.13,
Batch1345,11-Jun-12,19-Jun-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1348,18-Jun-12,26-Jun-12,RVM,2.667397534,0.887293068,0.582117479,4604.988491,0.35326716,77.7,73.492,5.71,78.63,6.11,28.2,227.18,6.41,
Batch1349,18-Jun-12,26-Jun-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1352,25-Jun-12,03-Jul-12,RVM,21.53409554,2.694168537,0.725209673,3156.220448,0.156492578,59.3,58.957,3.5,57.17,3.39,17.2,167.03,2.87,
Batch1353,25-Jun-12,03-Jul-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1356,02-Jul-12,10-Jul-12,RVM,49.72398677,5.675768131,0.591191502,3291.272402,0.294732004,55.5,92.41,5.13,79.68,4.42,22.5,161.59,3.64,
Batch1357,02-Jul-12,10-Jul-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1359,09-Jul-12,17-Jul-12,RVM,57.58377114,11.36134519,0.754475278,2431.710648,0.189513366,68.1,71.74,4.89,54.8,3.73,20,164.19,3.28,
Batch1361,09-Jul-12,17-Jul-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1364,16-Jul-12,24-Jul-12,RVM,88.38902843,18.52155155,0.459650296,2399.269749,0.181349121,74.4,34.769,2.59,34.2,2.54,12.6,233.91,2.95,
Batch1367,23-Jul-12,31-Jul-12,RVM,95.12544694,7.625816662,0.799389826,3636.560162,0.153204611,59.1,47.175,2.79,55.99,3.31,16.6,177.43,2.95,
Batch1368,23-Jul-12,31-Jul-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1371,30-Jul-12,07-Aug-12,RVM,10.72250627,2.128827744,0.426803701,6639.722468,0.27593178,51.9,100.17,5.2,85.04,4.41,22.4,190.7,4.27,
Batch1372,30-Jul-12,07-Aug-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1375,06-Aug-12,14-Aug-12,RVM,18.31179037,3.680535759,0.504046805,5930.221517,0.38655332,64.7,92.721,6,77.93,5.04,25.6,197.36,5.05,
Batch1376,06-Aug-12,14-Aug-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1380,10-Sep-12,18-Sep-12,RVM,25.53631334,3.2491895,0.830624432,5810.626746,0.381104682,73,105.98,7.74,93.39,6.82,32.3,186.42,6.02,
Batch1381,10-Sep-12,18-Sep-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1382,10-Sep-12,18-Sep-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1385,17-Sep-12,25-Sep-12,RVM,7.041164863,1.123984627,0.720654522,3461.945616,0.157513974,66.7,51.146,3.41,.,.,17.1,202.13,3.46,
Batch1386,17-Sep-12,25-Sep-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1389,24-Sep-12,02-Oct-12,RVM,20.52797095,3.943849191,0.5164534,1101.213171,0.085244529,50.8,21.062,1.07,39.91,2.03,10.8,127.47,1.38,
Batch1392,01-Oct-12,09-Oct-12,RVM,11.64737739,1.661614889,0.599188129,2761.571822,0.153665401,63.2,65.91,4.17,55.55,3.51,17.2,202.71,3.49,
Batch1393,01-Oct-12,09-Oct-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1395,08-Oct-12,16-Oct-12,RVM,6.429377356,0.427650243,0.839755606,1273.487392,0.060967954,50.4,19.714,0.99,20.76,1.05,5.6,206.7,1.16,
Batch1399,15-Oct-12,23-Oct-12,RVM,63.72922215,6.171228077,0.570215898,3426.742117,0.175688154,54.9,54.703,3,48.96,2.69,13.8,211.32,2.92,
Batch1402,22-Oct-12,30-Oct-12,RVM,48.4966156,7.177110903,0.555925894,3452.219415,0.318661065,56.1,66.2,3.71,60.08,3.37,16.9,182.58,3.09,
Batch1403,22-Oct-12,30-Oct-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1407,05-Nov-12,13-Nov-12,RVM,70.24841873,9.789424501,0.790535885,5065.729873,0.299378749,70.4,56.384,3.97,54.29,3.82,19,212.72,4.04,
Batch1408,05-Nov-12,13-Nov-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1410,12-Nov-12,20-Nov-12,RVM,89.60941816,9.762035421,0.888817865,4467.922629,0.338278058,60.4,102.76,6.21,68.03,4.11,20.8,188.52,3.92,
Batch1412,12-Nov-12,20-Nov-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1414,19-Nov-12,27-Nov-12,RVM,61.68161463,16.05064692,0.472030755,4235.29066,0.353563036,73.9,85.467,6.32,51.85,3.83,19.7,213.33,4.2,
Batch1416,19-Nov-12,27-Nov-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1419,26-Nov-12,04-Dec-12,RVM,86.77529934,9.77130952,0.973622421,2812.098384,0.211817415,73.9,45.388,3.35,44.53,3.29,16.8,205.49,3.45,
Batch1420,26-Nov-12,04-Dec-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1423,03-Dec-12,11-Dec-12,RVM,4.602410399,0.456202127,0.527320016,5480.544445,0.307258541,54.4,67.796,3.69,54.6,2.97,14.4,182.29,2.62,
Batch1426,10-Dec-12,18-Dec-12,RVM,92.80882694,15.28390337,0.722883161,5143.495562,0.421129939,65.3,69.068,4.51,76.7,5.01,14.5,197.52,2.86,
Batch1429,17-Dec-12,21-Dec-12,RVM,66.80671414,9.670913737,0.565408629,1544.880128,0.182879278,63.1,33.051,2.09,37.49,2.37,12,200.85,2.41,
Batch1430,19-Dec-12,22-Dec-12,RVM,3.40071719,0.622853235,0.590724722,3599.485898,0.298478992,68.1,46.032,3.13,52.29,3.56,17.9,180.64,3.23,
Batch1431,19-Dec-12,22-Dec-12,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1434,07-Jan-13,15-Jan-13,RVM,13.63632277,1.145658506,0.886573552,2020.24357,0.198698451,52.3,52.051,2.72,66.05,3.45,17.9,170.43,3.05,
Batch1436,07-Jan-13,15-Jan-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1439,14-Jan-13,22-Jan-13,RVM,2.02847376,0.337625606,0.765650149,1502.793374,0.098492516,63.6,17.564,1.12,22.28,1.42,7.5,175.59,1.32,
Batch1440,14-Jan-13,22-Jan-13,RVM,3.297744597,0.283738155,0.799276242,1252.230604,0.107737729,63.6,17.564,1.12,22.28,1.42,7.5,175.59,1.32,
Batch1443,21-Jan-13,29-Jan-13,RVM,85.84043483,13.28568395,0.668543682,1921.37081,0.167417313,64.8,41.537,2.69,38.2,2.48,12.4,183.13,2.27,
Batch1446,28-Jan-13,05-Feb-13,RVM,86.59332609,13.09086905,0.500737494,3379.951227,0.269725052,66,44.548,2.94,43.25,2.85,14.7,.,.,
Batch1449,04-Feb-13,12-Feb-13,RVM,3.453503878,0.534974077,0.79616913,4548.554161,0.225797603,72.1,78.533,5.66,64.42,4.64,.,178.3,.,
Batch1450,04-Feb-13,12-Feb-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1453,11-Feb-13,19-Feb-13,RVM,12.01630596,1.7809356,0.64747731,2325.068166,0.296710635,58.1,79.679,4.63,66.79,3.88,19.9,173.7,3.46,
Batch1454,11-Feb-13,19-Feb-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1457,18-Feb-13,26-Feb-13,RVM,16.49334371,3.811844641,0.775813222,2845.040334,0.121577849,57.1,38.89,2.22,42.62,2.43,.,173.96,.,
Batch1460,25-Feb-13,05-Mar-13,RVM,4.166066129,0.725067916,0.985327655,2537.096123,0.175174955,57.8,60.067,3.47,54.05,3.12,14.4,.,.,
Batch1463,04-Mar-13,12-Mar-13,RVM,3.292054414,0.695858151,0.462277635,5608.136737,0.37174465,63.4,83.196,5.27,64.64,4.1,20.7,.,.,
Batch1464,04-Mar-13,12-Mar-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1467,11-Mar-13,19-Mar-13,RVM,66.17565703,13.13406203,0.817281175,5811.559387,0.334874791,78.3,88.221,6.91,66.23,5.19,.,.,.,
Batch1468,11-Mar-13,19-Mar-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1471,18-Mar-13,26-Mar-13,RVM,3.302874686,0.301021512,0.823421335,3987.57111,0.178773149,78.7,55.259,4.35,56.03,4.41,.,.,.,
Batch1472,18-Mar-13,26-Mar-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1475,25-Mar-13,02-Apr-13,RVM,5.146691058,0.554792753,0.624662594,6537.593392,0.288213502,66.4,100.74,6.69,65.15,4.33,.,.,.,
Batch1476,25-Mar-13,02-Apr-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1479,01-Apr-13,09-Apr-13,RVM,96.1603901,10.93975528,0.579078663,3957.122,0.438269757,70.3,103.21,7.26,88.13,6.2,.,.,.,
Batch1480,01-Apr-13,09-Apr-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1482,08-Apr-13,16-Apr-13,RVM,83.67986099,14.86010868,0.633935511,5117.726093,0.394037666,79.3,56.244,4.46,49.73,3.94,.,.,.,
Batch1484,08-Apr-13,16-Apr-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1487,15-Apr-13,23-Apr-13,RVM,57.86596767,11.47172054,0.888251902,3296.942622,0.37360948,89.2,58.552,5.22,50.11,4.47,.,.,.,
Batch1488,15-Apr-13,23-Apr-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1491,22-Apr-13,30-Apr-13,RVM,3.048154404,0.36237104,0.869052518,6047.622043,0.438911072,84.4,74.703,6.3,65.19,5.5,.,.,.,
Batch1492,22-Apr-13,30-Apr-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1495,29-Apr-13,07-May-13,RVM,13.61877565,1.672386995,0.616336087,3578.894937,0.172165236,83.6,44.695,3.74,41.26,3.45,.,.,.,
Batch1496,29-Apr-13,07-May-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1499,06-May-13,14-May-13,RVM,65.45323214,7.466946564,0.705757056,3768.940766,0.348204171,87.3,52.263,4.56,47.03,4.11,.,.,.,
Batch1500,06-May-13,14-May-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1503,13-May-13,21-May-13,RVM,28.5687575,3.419288344,0.627112052,3379.285991,0.232829025,76.1,57.126,4.35,45.31,3.45,.,.,.,
Batch1504,13-May-13,21-May-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1507,20-May-13,28-May-13,RVM,77.17689176,13.1655292,0.639768569,2805.443199,0.381203248,77.7,58.971,4.58,41.79,3.25,.,.,.,
Batch1508,20-May-13,28-May-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1511,27-May-13,31-May-13,RVM,71.29142652,13.07348052,0.891330225,2631.109091,0.306592448,77.3,54.956,4.25,43.11,3.33,.,.,.,
Batch1512,27-May-13,31-May-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1515,25-Jun-13,02-Jul-13,RVM,73.25992559,9.57253902,0.621354056,4012.124524,0.268133275,78.2,47.327,3.7,46.46,3.63,.,.,.,
Batch1516,25-Jun-13,02-Jul-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1519,01-Jul-13,09-Jul-13,RVM,52.62049765,14.54901534,0.958668054,6106.78588,0.258795963,93.3,62.438,5.83,48.72,4.55,.,180.07,.,
Batch1520,01-Jul-13,09-Jul-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1523,08-Jul-13,16-Jul-13,RVM,60.00927864,9.594003692,0.667305697,4769.70894,0.191263502,98.2,43.282,4.25,44.56,4.38,21.9,.,.,
Batch1524,08-Jul-13,16-Jul-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1527,15-Jul-13,23-Jul-13,RVM,82.18593699,13.91540083,0.731106625,3511.926947,0.258527077,75.6,58.402,4.42,54.59,4.13,20.6,194.87,4.01,
Batch1528,15-Jul-13,23-Jul-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1531,22-Jul-13,30-Jul-13,RVM,62.80799043,8.942357855,0.452393432,2671.454805,0.119889468,71.2,32.445,2.31,32.83,2.34,11.9,182.05,2.17,
Batch1534,29-Jul-13,06-Aug-13,RVM,72.1217898,8.702974076,0.510578793,5112.366719,0.361341803,78.7,61.593,4.85,54.2,4.27,21.9,157.26,3.44,
Batch1535,29-Jul-13,06-Aug-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1538,05-Aug-13,13-Aug-13,RVM,67.77721327,7.435342232,0.530263617,2495.619276,0.155221971,76,42.53,3.23,34.25,2.6,13,221.69,2.88,
Batch1541,12-Aug-13,19-Aug-13,RVM,89.43388089,13.59051355,0.616753752,8478.090687,0.606160086,80,84.568,6.77,59.58,4.77,24.1,156.37,3.77,
Batch1542,12-Aug-13,19-Aug-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1545,19-Aug-13,27-Aug-13,RVM,56.96310505,12.55640991,0.696072361,4705.458738,0.252516125,75.5,61.507,4.64,50.54,3.82,19.1,200.8,3.84,
Batch1546,19-Aug-13,27-Aug-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1549,26-Aug-13,03-Sep-13,RVM,54.47783989,11.79550391,0.733340834,3155.953077,0.185259115,73.2,63.048,4.62,42.47,3.11,14.4,196.07,2.82,
Batch1552,02-Sep-13,10-Sep-13,RVM,7.996239047,1.062671389,0.853713367,3343.914981,0.313922859,70.9,66.037,4.68,43.86,3.11,14.6,198.57,2.9,
Batch1554,09-Sep-13,17-Sep-13,RVM,56.02212587,7.964134253,0.713139035,6158.878036,0.293299303,72,91.76,6.61,68.03,4.9,24.7,183.88,4.54,
Batch1555,09-Sep-13,17-Sep-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1559,16-Sep-13,24-Sep-13,RVM,73.98974874,12.89583859,0.651667695,3718.475762,0.145873655,79.2,40.088,3.17,38.23,3.03,14.8,207.07,3.06,
Batch1562,23-Sep-13,01-Oct-13,RVM,79.74291205,9.98585799,0.506552398,1732.400161,0.172039029,69.1,34.339,2.37,40.53,2.8,.,190.3,.,
Batch1565,30-Sep-13,08-Oct-13,RVM,76.48329391,8.317394449,,2854.19525,,72.3,43.39,3.14,43.48,3.14,14.4,242.31,3.49,
Batch1567,07-Oct-13,15-Oct-13,RVM,93.97042357,9.228745292,0.652710343,4732.456661,0.377771392,97.3,42.253,4.11,33.3,3.24,.,216.28,.,
Batch1568,07-Oct-13,15-Oct-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1572,14-Oct-13,22-Oct-13,RVM,14.22886468,1.505825417,0.675948876,3870.703916,0.172070621,75.8,56.491,4.28,40.38,3.06,14.2,206.58,2.93,
Batch1574,21-Oct-13,29-Oct-13,RVM,65.03566919,,,4843.609734,,78,60.905,4.75,50.31,3.92,19.6,185.87,3.64,
Batch1575,21-Oct-13,29-Oct-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1579,28-Oct-13,05-Nov-13,RVM,57.931627,14.31022616,0.882236582,4625.149406,0.26434599,86,50.837,4.37,46.33,3.98,19.7,191.45,3.77,
Batch1580,28-Oct-13,05-Nov-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1583,04-Nov-13,12-Nov-13,RVM,68.55492865,7.727787949,0.879057863,2870.982575,0.190030813,71.9,39.003,2.8,45.56,3.28,16.6,197.37,3.28,
Batch1584,04-Nov-13,12-Nov-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1587,11-Nov-13,19-Nov-13,RVM,3.206948359,0.51788267,0.908207159,7904.285465,0.392445386,100.2,76.048,7.62,52.21,5.23,26.5,182.96,4.85,
Batch1588,11-Nov-13,19-Nov-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1591,18-Nov-13,26-Nov-13,RVM,68.51233233,16.62352693,0.866050799,6163.207496,0.38951491,94.6,78.533,7.43,65.47,6.19,28.7,192.67,5.53,
Batch1592,18-Nov-13,26-Nov-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1595,25-Nov-13,03-Dec-13,RVM,75.6872678,13.1957577,0.850105271,4976.299852,0.260459959,77.1,58.492,4.51,40.66,3.13,14.3,202.14,2.89,
Batch1598,02-Dec-13,10-Dec-13,RVM,62.59654359,12.93604568,0.887667609,7809.657834,0.458544542,81.2,103.51,8.41,62.43,5.07,25.1,181.23,4.55,
Batch1599,02-Dec-13,10-Dec-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1602,09-Dec-13,17-Dec-13,RVM,1.73265478,0.31214233,0.797625328,4789.058167,0.276689151,103.6,50.703,5.25,50.02,5.18,25.9,177.7,4.6,
Batch1603,09-Dec-13,17-Dec-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1606,16-Dec-13,20-Dec-13,RVM,69.71240577,8.375260208,0.890385057,3259.597234,0.330756962,93.2,52.266,4.87,49.19,4.58,23.7,185.53,4.4,
Batch1607,16-Dec-13,20-Dec-13,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1609,03-Feb-14,11-Feb-14,RVM,81.40827875,9.930277877,0.911799999,4552.309554,0.190031369,73.9,56.773,4.2,50.12,3.7,18.2,176.97,3.22,
Batch1610,03-Feb-14,11-Feb-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1614,24-Feb-14,04-Mar-14,RVM,92.47154549,7.242678955,0.545926074,3175.531661,0.141906909,58.9,43.295,2.55,32.39,1.91,9.9,215.71,2.14,
Batch1615,24-Feb-14,04-Mar-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1618,03-Mar-14,11-Mar-14,RVM,91.99353837,11.11546556,0.893069173,2387.209409,0.169029473,93.5,23.118,2.16,22.33,2.09,10.5,186.84,1.96,
Batch1620,03-Mar-14,11-Mar-14,RVM,,,,,,.,.,.,.,.,.,.,.,
